Test_Number,Unix_Start_Time,Local_Start_Time,UTC_Start_Time,Characters,Seconds,CPS,WPM,Mistake_Free_Test,Backspaces as % of Verse Length,Incorrect Characters as % of Verse Length,Book,Chapter,Verse #,Verse,Verse_Order,Autostart,% of Words Typed Correctly,Extra Keystrokes %,Test Version,Location,Keyboard,Layout,Caffeine,Custom_1,Custom_2,Custom_3,WPM_Rank,WPM_Percentile,Last 10 Avg,Last 100 Avg,Last 1000 Avg,Incorrect Character % Last 10 Avg,Incorrect Character % Last 100 Avg,Incorrect Character % Last 1000 Avg,Extra Keystrokes % Last 10 Avg,Extra Keystrokes % Last 100 Avg,Extra Keystrokes % Last 1000 Avg,Local_Start_Year,Local_Start_Month,Local_Start_Date,Local_Start_Hour,Local_Start_Minute,Local_Start_10_Minute_Block,Local_Start_15_Minute_Block,Local_Start_30_Minute_Block,Count,Local_End_Time,Local_End_Year,Local_End_Month,Local_End_Date,Local_End_Hour,Local_End_Minute,Local_End_15_Minute_Block,Local_End_10_Minute_Block,Local_End_30_Minute_Block,cumulative_avg,Session,Test_#_Within_Session
105,1718501904.717553,,2024-06-16 01:38:24.717575+00:00,153,32.73826408,4.673430442497051,56.08116530996462,0,0.6535947712418301,0.6535947712418301,GEN,4,25,"Adam knew his wife again. She gave birth to a son, and named him Seth, saying, ""for God has given me another child instead of Abel, for Cain killed him.""",105,1,100.0,1.307189542,v2,,mac,qwerty,yes,,,,4214,21.17867165575304,47.91264903793483,59.35901817248421,,10.343753996765628,4.382869349570046,,21.13942948449295,9.162227529558187,,,,,,,,,,1,,,,,,,,,,58.366,16,34
106,1718501937.474856,,2024-06-16 01:38:57.474882+00:00,101,24.76599633,4.078172290828466,48.93806748994159,0,6.930693069306931,6.930693069306931,GEN,4,26,"A son was also born to Seth, and he named him Enosh. At that time men began to call on Yahweh's name.",106,1,90.90909091,13.861386138613865,v2,,mac,qwerty,yes,,,,4824,9.766136576239475,46.98089850920617,59.36214249635075,,11.03682330369632,4.4158126438994785,,22.525568098354338,9.228114118217054,,,,,,,,,,1,,,,,,,,,,58.277,16,35
107,1718501962.258967,,2024-06-16 01:39:22.258996+00:00,108,27.37675542,3.944952510074872,47.33943012089847,0,2.7777777777777777,2.7777777777777777,GEN,5,1,"This is the book of the generations of Adam. In the day that God created man, he made him in God's likeness.",107,1,86.36363636363636,5.555555555555555,v2,,mac,qwerty,yes,,,,4913,8.101028999064546,47.809779429067866,59.36297772448892,,8.601422786900455,4.398814302274271,,17.34468954538276,9.194117434966639,,,,,,,,,,1,,,,,,,,,,58.175,16,36
108,1718501989.649876,,2024-06-16 01:39:49.649900+00:00,100,21.20660142,4.715512779894862,56.58615335873834,0,1.0,1.0,GEN,5,2,"He created them male and female, and blessed them. On the day they were created, he named them Adam.",108,1,94.73684210526316,2.0,v2,,mac,qwerty,yes,,,,4147,22.432179607109447,49.24790474666975,59.49765449910625,,8.134046900375633,4.349290492750462,,16.26809380070191,9.071260292109496,,,,,,,,,,1,,,,,,,,,,58.161,16,37
109,1718502010.872156,,2024-06-16 01:40:10.872180+00:00,125,30.03341567,4.162030765668424,49.944369188021085,0,1.6,1.6,GEN,5,3,"Adam lived one hundred thirty years, and became the father of a son in his own likeness, after his image, and named him Seth.",109,1,100.0,3.2,v2,,mac,qwerty,yes,,,,4760,10.963517305893358,49.25773571471486,59.53202058696254,,7.798997395425137,4.340080408716847,,15.597994790801911,9.05284012404227,,,,,,,,,,1,,,,,,,,,,58.085,16,38
110,1718502040.9259038,,2024-06-16 01:40:40.925923+00:00,131,25.57439083,5.1223116458736415,61.46773975,0,2.2900763358778624,2.2900763358778624,GEN,5,4,"The days of Adam after he became the father of Seth were eight hundred years, and he became the father of other sons and daughters.",110,1,92.0,4.580152671755725,v2,,mac,qwerty,yes,,,,3395,36.50140318054256,50.901360269057925,59.65785592134944,,6.723657202925968,4.277511086605541,,13.447314405803567,8.927701479819655,,,,,,,,,,1,,,,,,,,,,58.116,16,39
111,1718502066.691901,,2024-06-16 01:41:06.691968+00:00,74,17.59553063,4.205613435428862,50.46736122514635,0,4.054054054054054,4.054054054054054,GEN,5,5,"All the days that Adam lived were nine hundred thirty years, then he died.",111,1,92.85714285714286,8.108108108108109,v2,,mac,qwerty,yes,,,,4723,11.655753040224509,51.701228891480845,59.5975620088713,,3.8349449612725492,4.299418086773411,,7.669889922496734,8.971515480155396,,,,,,,,,,1,,,,,,,,,,58.047,16,40
112,1718502084.3027048,,2024-06-16 01:41:24.302726+00:00,67,13.51596521,4.957100656070288,59.48520787284346,0,1.492537313432836,1.492537313432836,GEN,5,6,"Seth lived one hundred five years, then became the father of Enosh.",112,1,91.66666666666666,2.985074626865672,v2,,mac,qwerty,yes,,,,3743,29.99064546304958,51.856255770538226,59.611548167951504,,3.9841986926158333,4.295475535379437,,7.9683973851833,8.963630377367448,,,,,,,,,,1,,,,,,,,,,58.06,16,41
113,1718502097.8407528,,2024-06-16 01:41:37.840780+00:00,124,21.38925579,5.797303150976315,69.56763781171578,0,0.8064516129032258,0.8064516129032258,GEN,5,7,"Seth lived after he became the father of Enosh eight hundred seven years, and became the father of other sons and daughters.",113,1,95.45454545454544,1.6129032258064515,v2,,mac,qwerty,yes,,,,1750,67.2778297474275,53.523441008082784,59.537133703935886,,3.709814268107339,4.303540051508469,,7.419628536166312,8.979759409625512,,,,,,,,,,1,,,,,,,,,,58.162,16,42
114,1718502119.248043,,2024-06-16 01:41:59.248102+00:00,69,12.53598742,5.504153578,66.04984294074455,1,0.0,0.0,GEN,5,8,"All of the days of Seth were nine hundred twelve years, then he died.",114,1,100.0,0.0,v2,,mac,qwerty,yes,,,,2473,53.75116931711881,56.59269750680143,59.632828841993614,,2.1605184934594517,4.236873384841803,,4.321036986870537,8.84642607629218,,,,,,,,,,1,,,,,,,,,,58.231,16,43
115,1718502131.794799,,2024-06-16 01:42:11.794818+00:00,57,11.00007871,5.181781104761164,62.18137325713397,0,1.7543859649122806,1.7543859649122806,GEN,5,9,"Enosh lived ninety years, and became the father of Kenan.",115,1,90.0,3.508771929824561,v2,,mac,qwerty,yes,,,,3253,39.15809167446211,57.20271830151836,59.57588303052568,,2.2705976128264966,4.233583911157592,,4.541195225652993,8.839847128923758,,,,,,,,,,1,,,,,,,,,,58.265,16,44
116,1718502142.8764129,,2024-06-16 01:42:22.876442+00:00,127,23.00818096,5.519775780268357,66.23730936322028,0,0.7874015748031497,0.7874015748031497,GEN,5,10,"Enosh lived after he became the father of Kenan eight hundred fifteen years, and became the father of other sons and daughters.",116,1,95.45454545454544,1.574803149606299,v2,,mac,qwerty,yes,,,,2438,54.40598690364828,58.93264248884623,59.61877163519861,,1.6562684633761187,4.210450174965624,,3.3125369267522373,8.793579656539821,,,,,,,,,,1,,,,,,,,,,58.334,16,45
117,1718502165.900464,,2024-06-16 01:42:45.900495+00:00,68,11.90083979,5.713882481277588,68.56658977533105,1,0.0,0.0,GEN,5,11,"All of the days of Enosh were nine hundred five years, then he died.",117,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1964,63.27408793264734,61.05535845428949,59.73152213895192,,1.3784906855983408,4.089238053753502,,2.756981371196682,8.551155414115579,,,,,,,,,,1,,,,,,,,,,58.421,16,46
118,1718502177.819255,,2024-06-16 01:42:57.819289+00:00,63,19.67063546,3.202743507423297,38.43292208907957,0,22.22222222222222,22.22222222222222,GEN,5,12,"Kenan lived seventy years, then became the father of Mahalalel.",118,1,80.0,44.44444444444444,v2,,mac,qwerty,yes,,,,5186,2.9934518241347052,59.24003532732361,59.383981924013916,,3.5007129078205628,4.284911603409353,,7.0014258156411255,8.94250251342728,,,,,,,,,,1,,,,,,,,,,58.252,16,47
119,1718502197.514603,,2024-06-16 01:43:17.514642+00:00,128,31.239291,4.097404131226922,49.16884957472306,0,1.5625,1.5625,GEN,5,13,"Kenan lived after he became the father of Mahalalel eight hundred forty years, and became the father of other sons and daughters",119,1,90.90909091,3.125,v2,,mac,qwerty,yes,,,,4807,10.084190832553789,59.16248336599381,59.110690195222425,,3.4969629078205626,4.282018084890835,,6.993925815641125,8.936715476390242,,,,,,,,,,1,,,,,,,,,,58.176,16,48
120,1718502228.781778,,2024-06-16 01:43:48.781821+00:00,71,13.80333013,5.143686295773499,61.72423554928199,1,0.0,0.0,GEN,5,14,"and all of the days of Kenan were nine hundred ten years, then he died.",120,1,100.0,0.0,v2,,mac,qwerty,yes,,,,3349,37.36202057998129,59.18813294592201,59.190221777483714,,3.2679552742327767,4.208247593087556,,6.535910548465553,8.772781050160734,,,,,,,,,,1,,,,,,,,,,58.205,16,49
121,1718502242.756702,,2024-06-16 01:44:02.756728+00:00,66,14.80319129,4.458498083157784,53.50197699789341,1,0.0,0.0,GEN,5,15,"Mahalalel lived sixty-five years, then became the father of Jared.",121,1,100.0,0.0,v2,,mac,qwerty,yes,,,,4487,16.0710944808232,59.4915945231967,59.04959192261494,,2.8625498688273714,4.197494904915513,,5.725099737654743,8.751275673816648,,,,,,,,,,1,,,,,,,,,,58.166,16,50
122,1718502257.572237,,2024-06-16 01:44:17.572253+00:00,130,28.26889188,4.598694585370973,55.18433502445168,0,2.3076923076923075,2.3076923076923075,GEN,5,16,"Mahalalel lived after he became the father of Jared eight hundred thirty years, and became the father of other sons and daughters.",122,1,90.90909091,4.615384615384616,v2,,mac,qwerty,yes,,,,4313,19.32647333956969,59.061507238357535,58.929282053907016,,2.9440653682533187,4.212507311863404,,5.888130736506636,8.765171455454366,,,,,,,,,,1,,,,,,,,,,58.142,16,51
123,1718502285.862457,,2024-06-16 01:44:45.862487+00:00,80,23.31711717,3.4309558693311173,41.17147043197341,0,10.0,7.5,GEN,5,17,"All of the days of Mahalalel were eight hundred ninety-five years, then he died.",123,1,86.66666666666667,20.0,v2,,mac,qwerty,yes,,,,5137,3.9101964452759588,56.2218905003833,58.76519073532518,,3.6134202069629957,4.1931676892218945,,7.726840413925991,8.738756361114744,,,,,,,,,,1,,,,,,,,,,58.004,16,52
124,1718502309.197352,,2024-06-16 01:45:09.197379+00:00,73,15.011939,4.862796205073842,58.35355446,0,1.369863014,1.369863014,GEN,5,18,"Jared lived one hundred sixty-two years, then became the father of Enoch.",124,1,92.30769231,2.739726027,v2,,mac,qwerty,yes,,,,3916,26.75397567820393,55.45226165230885,58.69345061562518,,3.750406508362996,4.200372812868388,,8.000813016625992,8.75316660839773,,,,,,,,,,1,,,,,,,,,,58.007,16,53
125,1718502324.234229,,2024-06-16 01:45:24.234262+00:00,119,21.41557446,5.556703614623159,66.68044338,1,0.0,0.0,GEN,5,19,"Jared lived after he became the father of Enoch eight hundred years, and became the father of other sons and daughters.",125,1,100.0,0.0,v2,,mac,qwerty,yes,,,,2338,56.27689429373246,55.90216866459544,58.57779196872518,,3.574967911871768,4.1886081069860355,,7.649935823643536,8.729637196633025,,,,,,,,,,1,,,,,,,,,,58.076,16,54
126,1718502345.665015,,2024-06-16 01:45:45.665049+00:00,73,14.57817233,5.007486420966019,60.08983705159223,1,0.0,0.0,GEN,5,20,"All of the days of Jared were nine hundred sixty-two years, then he died.",126,1,100.0,0.0,v2,,mac,qwerty,yes,,,,3634,32.02993451824135,55.287421433432634,58.49963607502166,,3.496227754391453,4.180411385676035,,7.492455508682906,8.713243754010072,,,,,,,,,,1,,,,,,,,,,58.092,16,55
127,1718502360.264151,,2024-06-16 01:46:00.264177+00:00,67,16.00703463,4.185659715845089,50.22791659014107,0,1.492537313432836,1.492537313432836,GEN,5,21,"Enoch lived sixty-five years, then became the father of Methuselah.",127,1,90.90909091,2.985074626865672,v2,,mac,qwerty,yes,,,,4740,11.337698783910197,53.45355411491364,58.283532411395946,,3.6454814857347366,4.195336758810363,,7.790962971369472,8.74309450027873,,,,,,,,,,1,,,,,,,,,,58.03,16,56
128,1718502376.292606,,2024-06-16 01:46:16.292640+00:00,122,21.28369192,5.732088234,68.7850588,1,0.0,0.0,GEN,5,22,"After Methuselah's birth, Enoch walked with God for three hundred years, and became the father of more sons and daughters.",128,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1917,64.15341440598691,56.48876778600569,58.455594365395946,,1.4232592635125143,4.053156664023634,,3.346518526925029,8.449255637719489,,,,,,,,,,1,,,,,,,,,,58.114,16,57
129,1718502397.588568,,2024-06-16 01:46:37.588585+00:00,58,10.69169275,5.424772424366572,65.09726909239886,0,3.4482758620689653,3.4482758620689653,GEN,5,23,All the days of Enoch were three hundred sixty-five years.,129,1,90.90909091,6.896551724137931,v2,,mac,qwerty,yes,,,,2668,50.10289990645463,58.08160973777326,58.44764083198638,,1.6118368497194109,4.087639422644323,,3.723673699338822,8.506726902087305,,,,,,,,,,1,,,,,,,,,,58.168,16,58
130,1718502408.3031218,,2024-06-16 01:46:48.303157+00:00,62,11.76686925,5.269031097630323,63.22837317156388,1,0.0,0.0,GEN,5,24,"Enoch walked with God, and he was not found, for God took him.",130,1,100.0,0.0,v2,,mac,qwerty,yes,,,,3045,43.049579045837234,58.232023500001446,58.375046137609026,,1.6118368497194109,4.087639422644323,,3.723673699338822,8.506726902087305,,,,,,,,,,1,,,,,,,,,,58.207,16,59
131,1718502420.230895,,2024-06-16 01:47:00.230915+00:00,82,17.54451183,4.673826252934763,56.08591503521716,0,1.2195121951219512,1.2195121951219512,GEN,5,25,"Methuselah lived one hundred eighty-seven years, then became the father of Lamech.",131,1,92.30769231,2.4390243902439024,v2,,mac,qwerty,yes,,,,4213,21.19738072965388,58.49041730373383,58.32214556210721,,1.7337880692316059,4.025454379305543,,3.967576138363212,8.382356815411232,,,,,,,,,,1,,,,,,,,,,58.191,16,60
132,1718502437.799864,,2024-06-16 01:47:17.799909+00:00,136,38.28145196,3.552634318813473,42.63161182576168,0,30.147058823529413,30.147058823529413,GEN,5,26,"Methuselah lived after he became the father of Lamech seven hundred eighty-two years, and became the father of other sons and daughters.",132,1,95.65217391304348,60.29411764705882,v2,,mac,qwerty,yes,,,,5098,4.639850327408793,57.23514498386483,58.07912916872462,,4.517724720815316,4.279305919921789,,9.535449441530634,8.890059896643725,,,,,,,,,,1,,,,,,,,,,58.073,16,61
133,1718502476.096315,,2024-06-16 01:47:56.096350+00:00,76,14.58107846,5.2122344872441255,62.54681384692951,1,0.0,0.0,GEN,5,27,"All the days of Methuselah were nine hundred sixty-nine years, then he died.",133,1,100.0,0.0,v2,,mac,qwerty,yes,,,,3181,40.50514499532273,59.372679325360444,58.01427784272142,,3.767724720815316,4.263802043952797,,7.535449441530633,8.843548268736749,,,,,,,,,,1,,,,,,,,,,58.107,16,62
134,1718502490.699785,,2024-06-16 01:48:10.699815+00:00,75,13.60215167,5.513833534695128,66.16600241634154,0,1.3333333333333333,1.3333333333333333,GEN,5,28,"Lamech lived one hundred eighty-two years, then became the father of a son.",134,1,92.85714285714286,2.666666666666667,v2,,mac,qwerty,yes,,,,2450,54.18147801683817,60.15392412099459,57.96917931647651,,3.7640717527486496,4.27713537728613,,7.528143505497299,8.836601490025263,,,,,,,,,,1,,,,,,,,,,58.167,16,63
135,1718502504.313523,,2024-06-16 01:48:24.313568+00:00,141,44.99522479,3.133665864584575,37.60399038,0,12.05673758865248,10.638297872340424,GEN,5,29,"He named him Noah, saying, ""This one will comfort us in our work and in the toil of our hands, caused by the ground which Yahweh has cursed.""",135,1,89.28571428571429,23.404255319148938,v2,,mac,qwerty,yes,,,,5201,2.7128157156220767,57.2462788209946,57.708959755944186,,4.827901539982692,4.357374565159861,,9.868569037412193,9.018356461517406,,,,,,,,,,1,,,,,,,,,,58.015,16,64
136,1718502549.3301811,,2024-06-16 01:49:09.330205+00:00,130,34.36062996,3.783399785019058,45.40079742,0,3.076923076923077,2.3076923076923075,GEN,5,30,"Lamech lived after he became the father of Noah five hundred ninety-five years, and became the father of other sons and daughters.",136,1,91.30434782608695,6.153846153846154,v2,,mac,qwerty,yes,,,,5005,6.37979420018709,55.777374857835376,57.55715012807128,,5.058670770751922,4.363967971753268,,10.483953652796808,9.046927890088835,,,,,,,,,,1,,,,,,,,,,57.922,16,65
137,1718502583.720242,,2024-06-16 01:49:43.720266+00:00,76,12.51242129,6.073964281285167,72.88757138,1,0.0,0.0,GEN,5,31,"All the days of Lamech were seven hundred seventy-seven years, then he died.",137,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1110,79.25163704396633,58.04334033682126,57.590660917939815,,4.909417039408639,4.338651516057066,,10.185446190110241,8.945662067304024,,,,,,,,,,1,,,,,,,,,,58.031,16,66
138,1718502596.2550058,,2024-06-16 01:49:56.255035+00:00,87,22.0617225,3.9434817476287263,47.32178097154472,0,9.195402298850574,9.195402298850574,GEN,5,32,"Noah was five hundred years old, then Noah became the father of Shem, Ham, and Japheth.",138,1,93.75,18.39080459770115,v2,,mac,qwerty,yes,,,,4914,8.082319925163704,55.89701255397573,57.49324267345911,,5.8289572692936975,4.369536836755495,,12.024526649880356,9.007432708700883,,,,,,,,,,1,,,,,,,,,,57.954,16,67
139,1718502618.338569,,2024-06-16 01:50:18.338595+00:00,89,14.68247071,6.061650097589284,72.73980117,1,0.0,0.0,GEN,6,1,"When men began to multiply on the surface of the ground, and daughters were born to them,",139,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1144,78.6155285313377,56.661265761735855,57.7102002481068,,5.484129683086801,4.281624748843408,,11.334871477466562,8.831608532876707,,,,,,,,,,1,,,,,,,,,,58.06,16,68
140,1718502633.044626,,2024-06-16 01:50:33.044658+00:00,111,38.43143333,2.8882607379800063,34.65912885576007,0,55.85585585585586,54.95495495495496,GEN,6,2,"God's sons saw that men's daughters were beautiful, and they took any that they wanted for themselves as wives.",140,1,94.73684210526316,111.7117117117117,v2,,mac,qwerty,yes,,,,5243,1.9270346117867165,53.80434133015547,57.444599925505514,,10.979625178582296,4.767759664246615,,22.50604264863773,9.82189638170114,,,,,,,,,,1,,,,,,,,,,57.893,16,69
141,1718502671.693295,,2024-06-16 01:51:11.693354+00:00,130,31.86665904,4.079498884042442,48.9539866085093,0,0.7692307692307693,0.7692307692307693,GEN,6,3,"Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; so his days will be one hundred twenty years.""",141,1,100.0,1.5384615384615383,v2,,mac,qwerty,yes,,,,4823,9.78484565014032,53.09114848748468,57.21068191744289,,10.934597035993178,4.7754519719389235,,22.415986363459496,9.837280997085756,,,,,,,,,,1,,,,,,,,,,57.829,16,70
142,1718502703.584408,,2024-06-16 01:51:43.584445+00:00,195,40.86335696,4.772001482903719,57.26401779484464,0,1.0256410256410255,1.0256410256410255,GEN,6,4,"The Nephilim were in the earth in those days, and also after that, when God's sons came in to men's daughters and had children with them. Those were the mighty men who were of old, men of renown.",142,1,97.36842105263158,2.051282051282051,v2,,mac,qwerty,yes,,,,4065,23.966323666978482,54.55438908439298,57.10703060031294,,8.02245525620434,4.785708382195333,,16.59170280388182,9.816556704196516,,,,,,,,,,1,,,,,,,,,,57.825,16,71
143,1718502744.4709408,,2024-06-16 01:52:24.470964+00:00,146,25.62910121,5.696649243182464,68.35979091818957,1,0.0,0.0,GEN,6,5,"Yahweh saw that the wickedness of man was great in the earth, and that every imagination of the thoughts of man's heart was continually only evil.",143,1,100.0,0.0,v2,,mac,qwerty,yes,,,,2005,62.507015902712816,55.13568679151899,57.18152828633801,,8.02245525620434,4.785708382195333,,16.59170280388182,9.816556704196516,,,,,,,,,,1,,,,,,,,,,57.899,16,72
144,1718502770.113913,,2024-06-16 01:52:50.113941+00:00,84,17.79370063,4.720771792798442,56.64926151358131,0,1.1904761904761905,1.1904761904761905,GEN,6,6,"Yahweh was sorry that he had made man on the earth, and it grieved him in his heart.",144,1,94.44444444444444,2.380952380952381,v2,,mac,qwerty,yes,,,,4138,22.600561272217025,54.18401270124296,57.11018034335079,,8.008169541918624,4.6995739284138205,,16.563131375310387,9.64428779663349,,,,,,,,,,1,,,,,,,,,,57.89,16,73
145,1718502787.921662,,2024-06-16 01:53:07.921680+00:00,187,38.85853821,4.812327190462903,57.74792628555484,0,2.6737967914438503,2.6737967914438503,GEN,6,7,"Yahweh said, ""I will destroy man whom I have created from the surface of the ground--man, along with animals, creeping things, and birds of the sky--for I am sorry that I have made them.""",145,1,100.0,5.347593582887701,v2,,mac,qwerty,yes,,,,4013,24.939195509822266,56.19840629179845,57.071262286964156,,7.211719433828968,4.685989315683098,,14.75746520168427,9.617118571172044,,,,,,,,,,1,,,,,,,,,,57.889,16,74
146,1718502826.801507,,2024-06-16 01:53:46.801538+00:00,38,11.07961708,3.429721416844384,41.15665700213261,1,0.0,0.0,GEN,6,8,But Noah found favor in Yahweh's eyes.,146,1,100.0,0.0,v2,,mac,qwerty,yes,,,,5138,3.891487371375117,55.7739922500117,56.89365512554465,,6.980950203059737,4.662733501729609,,14.142080586299652,9.54735112931158,,,,,,,,,,1,,,,,,,,,,57.775,16,75
147,1718502837.901091,,2024-06-16 01:53:57.901121+00:00,135,24.15689083,5.588467528,67.06161033716172,0,1.4814814814814814,1.4814814814814814,GEN,6,9,"This is the history of the generations of Noah: Noah was a righteous man, blameless among the people of his time. Noah walked with God.",147,1,92.0,2.9629629629629632,v2,,mac,qwerty,yes,,,,2268,57.58652946679139,55.19139614572788,56.98924913289962,,7.129098351207885,4.677548316544424,,14.43837688259595,9.57698075894121,,,,,,,,,,1,,,,,,,,,,57.838,16,76
148,1718502862.0804029,,2024-06-16 01:54:22.080435+00:00,61,16.64917983,3.6638441419854897,43.96612970382587,0,11.475409836065571,11.475409836065571,GEN,6,10,"Noah became the father of three sons: Shem, Ham, and Japheth.",148,1,90.90909091,22.950819672131143,v2,,mac,qwerty,yes,,,,5060,5.350795135640786,54.855831018955996,56.744213211719696,,7.357099104929384,4.7843024149050795,,14.894378390038947,9.774488955662521,,,,,,,,,,1,,,,,,,,,,57.744,16,77
149,1718502878.745222,,2024-06-16 01:54:38.745248+00:00,73,13.19150229,5.533865543446931,66.40638652136317,0,1.369863014,1.369863014,GEN,6,11,"The earth was corrupt before God, and the earth was filled with violence.",149,1,92.30769231,2.739726027,v2,,mac,qwerty,yes,,,,2409,54.94855004677268,54.22248955409232,56.77615337543771,,7.4940854063293845,4.788197123476452,,15.168350992738947,9.782278372792522,,,,,,,,,,1,,,,,,,,,,57.802,16,78
150,1718502891.950089,,2024-06-16 01:54:51.950123+00:00,99,21.48154779,4.608606463490906,55.30327756189087,0,10.1010101,10.1010101,GEN,6,12,"God saw the earth, and saw that it was corrupt, for all flesh had corrupted their way on the earth.",150,1,95.0,20.2020202,v2,,mac,qwerty,yes,,,,4295,19.663236669784844,56.28690442470539,56.59917259992698,,3.008690920833889,4.889207224476452,,6.017381841567778,9.984298574792522,,,,,,,,,,1,,,,,,,,,,57.786,16,79
151,1718502913.5907588,,2024-06-16 01:55:13.590776+00:00,147,30.00731333,4.898805779904348,58.785669358852175,0,4.761904761904762,4.081632653061225,GEN,6,13,"God said to Noah, ""I will bring an end to all flesh, for the earth is filled with violence through them. Behold, I will destroy them and the earth.",151,1,89.65517241379311,9.523809523809524,v2,,mac,qwerty,yes,,,,3850,27.988774555659496,57.27007269973967,56.49551771249663,,3.339931109216934,4.911155626478763,,6.815916640102576,10.041800820974013,,,,,,,,,,1,,,,,,,,,,57.792,16,80
152,1718502943.619004,,2024-06-16 01:55:43.619031+00:00,110,20.07964679,5.4781840108773965,65.73820813052876,0,0.9090909090909092,0.9090909090909092,GEN,6,14,"Make a ship of gopher wood. You shall make rooms in the ship, and shall seal it inside and outside with pitch.",152,1,100.0,1.818181818181818,v2,,mac,qwerty,yes,,,,2531,52.66604303086997,58.1174917333081,56.426491824101916,,3.3282760975619228,4.920246535569672,,6.792606616792552,10.05998263915583,,,,,,,,,,1,,,,,,,,,,57.845,16,81
153,1718502963.716007,,2024-06-16 01:56:03.716039+00:00,138,34.36957671,4.015178923162687,48.18214707795225,0,7.246376811594203,7.246376811594203,GEN,6,15,"This is how you shall make it. The length of the ship shall be three hundred cubits, its width fifty cubits, and its height thirty cubits.",153,1,84.61538461538461,14.492753623188406,v2,,mac,qwerty,yes,,,,4877,8.774555659494855,56.099727349284365,56.42585984666741,,4.052913778721343,4.8277618500773665,,8.241881979111394,9.854394711470189,,,,,,,,,,1,,,,,,,,,,57.782,16,82
154,1718502998.0,,2024-06-16 01:56:38.101783+00:00,181,31.35900729,5.771866383224922,69.26239659869907,0,0.5524861878453039,0.5524861878453039,GEN,6,16,"You shall make a roof in the ship, and you shall finish it to a cubit upward. You shall set the door of the ship in its side. You shall make it with lower, second, and third levels.",154,1,97.36842105263158,1.1049723756906076,v2,,mac,qwerty,yes,,,,1812,66.1178671655753,57.36104085779614,56.5391408477844,,3.989114778458255,4.7948251734942815,,8.114283978585217,9.788521358304017,,,,,,,,,,1,,,,,,,,,,57.856,16,83
155,1718503029.474303,,2024-06-16 01:57:09.474327+00:00,165,29.34822421,5.622145954405746,67.46575145286896,1,0.0,0.0,GEN,6,17,"I, even I, will bring the flood of waters on this earth, to destroy all flesh having the breath of life from under the sky. Everything that is in the earth will die.",155,1,100.0,0.0,v2,,mac,qwerty,yes,,,,2189,59.06454630495791,58.33282337452755,56.425903873686785,,3.7217350993138694,4.7948251734942815,,7.579524620296445,9.788521358304017,,,,,,,,,,1,,,,,,,,,,57.918,16,84
156,1718503058.845404,,2024-06-16 01:57:38.845434+00:00,130,28.85451025,4.5053615144966805,54.06433817396017,0,9.230769231,6.923076923076923,GEN,6,18,"But I will establish my covenant with you. You shall come into the ship, you, your sons, your wife, and your sons' wives with you.",156,1,96.0,18.461538461538463,v2,,mac,qwerty,yes,,,,4424,17.249766136576238,59.62359149171031,56.36951284507598,,4.414042791621561,4.7703059427250505,,9.425678466450291,9.7856367429194,,,,,,,,,,1,,,,,,,,,,57.893,16,85
157,1718503087.706756,,2024-06-16 01:58:07.706795+00:00,144,27.97598,5.147272767567034,61.76727321,0,4.166666666666667,4.166666666666667,GEN,6,19,"Of every living thing of all flesh, you shall bring two of every sort into the ship, to keep them alive with you. They shall be male and female.",157,1,93.10344827586206,8.333333333333332,v2,,mac,qwerty,yes,,,,3339,37.54911131898971,59.09415777899413,56.41487812147598,,4.68256131014008,4.7672798719615495,,9.962715503487328,9.7795846013924,,,,,,,,,,1,,,,,,,,,,57.918,16,86
158,1718503115.7004328,,2024-06-16 01:58:35.700449+00:00,175,32.6526545,5.359441756871559,64.31330108245871,0,0.5714285714285714,0.5714285714285714,GEN,6,20,"Of the birds after their kind, of the livestock after their kind, of every creeping thing of the ground after its kind, two of every sort will come to you, to keep them alive.",158,1,97.05882352941175,1.1428571428571428,v2,,mac,qwerty,yes,,,,2841,46.86623012160898,61.12887491685741,56.351260433600565,,3.59216318367638,4.772994157675836,,7.78191925055993,9.791013172820971,,,,,,,,,,1,,,,,,,,,,57.959,16,87
159,1718503148.0,,2024-06-16 01:59:08.379802+00:00,120,24.70578804,4.857161398616358,58.285936783396295,0,6.666666666666667,6.666666666666667,GEN,6,21,"Take with you some of all food that is eaten, and gather it to yourself; and it will be for food for you, and for them.""",159,1,88.46153846153845,13.333333333333334,v2,,mac,qwerty,yes,,,,3929,26.510757717492982,60.316829943060725,56.27042226466008,,4.121843548943047,4.839660824342501,,8.841279981193264,9.924346506154306,,,,,,,,,,1,,,,,,,,,,57.961,16,88
160,1718503173.099352,,2024-06-16 01:59:33.099402+00:00,49,10.63523929,4.607324636020047,55.28789563224056,1,0.0,0.0,GEN,6,22,Thus Noah did. He did all that God commanded him.,160,1,100.0,0.0,v2,,mac,qwerty,yes,,,,4296,19.644527595884004,60.315291750095696,56.09686057419439,,3.111742538943047,4.839660824342501,,6.821077961193263,9.924346506154306,,,,,,,,,,1,,,,,,,,,,57.944,16,89
